uncertainty,scenario,regime,variable,t,shock_id,contribution
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,19,zinc,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,20,aluminium,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,20,cocoa,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,20,coffee_arabic,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,20,copper,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,20,cotton_a_indx,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,20,crude_wti,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,20,gold,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,20,lead,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,20,maize,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,20,ngas_us,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,20,nickel,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,20,platinum,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,20,silver,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,20,soybeans,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,20,sugar_wld,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,20,tin,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,20,wheat_us_hrw,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,20,zinc,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,21,aluminium,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,21,cocoa,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,21,coffee_arabic,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,21,copper,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,21,cotton_a_indx,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,21,crude_wti,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,21,gold,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,21,lead,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,21,maize,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,21,ngas_us,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,21,nickel,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,21,platinum,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,21,silver,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,21,soybeans,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,21,sugar_wld,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,21,tin,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,21,wheat_us_hrw,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,21,zinc,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,22,aluminium,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,22,cocoa,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,22,coffee_arabic,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,22,copper,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,22,cotton_a_indx,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,22,crude_wti,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,22,gold,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,22,lead,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,22,maize,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,22,ngas_us,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,22,nickel,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,22,platinum,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,22,silver,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,22,soybeans,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,22,sugar_wld,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,22,tin,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,22,wheat_us_hrw,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,22,zinc,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,23,aluminium,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,23,cocoa,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,23,coffee_arabic,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,23,copper,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,23,cotton_a_indx,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,23,crude_wti,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,23,gold,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,23,lead,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,23,maize,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,23,ngas_us,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,23,nickel,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,23,platinum,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,23,silver,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,23,soybeans,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,23,sugar_wld,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,23,tin,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,23,wheat_us_hrw,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,23,zinc,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,24,aluminium,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,24,cocoa,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,24,coffee_arabic,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,24,copper,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,24,cotton_a_indx,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,24,crude_wti,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,24,gold,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,24,lead,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,24,maize,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,24,ngas_us,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,24,nickel,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,24,platinum,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,24,silver,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,24,soybeans,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,24,sugar_wld,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,24,tin,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,24,wheat_us_hrw,0
vxo,GIRF — aluminium to uncertainty shock,combined,nickel,24,zinc,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,1,aluminium,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,1,cocoa,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,1,coffee_arabic,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,1,copper,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,1,cotton_a_indx,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,1,crude_wti,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,1,gold,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,1,lead,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,1,maize,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,1,ngas_us,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,1,nickel,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,1,platinum,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,1,silver,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,1,soybeans,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,1,sugar_wld,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,1,tin,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,1,wheat_us_hrw,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,1,zinc,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,2,aluminium,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,2,cocoa,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,2,coffee_arabic,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,2,copper,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,2,cotton_a_indx,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,2,crude_wti,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,2,gold,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,2,lead,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,2,maize,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,2,ngas_us,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,2,nickel,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,2,platinum,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,2,silver,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,2,soybeans,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,2,sugar_wld,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,2,tin,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,2,wheat_us_hrw,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,2,zinc,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,3,aluminium,-3.1288575230998324e-4
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,3,cocoa,-2.7300610966822216e-4
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,3,coffee_arabic,-1.9853326341557497e-5
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,3,copper,-0.015357193173324265
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,3,cotton_a_indx,-7.651669266278754e-4
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,3,crude_wti,-1.253174098710009e-4
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,3,gold,-8.444330649981297e-5
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,3,lead,-0.011556256581716289
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,3,maize,-1.051903972801737e-4
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,3,ngas_us,-0.0012043608237789073
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,3,nickel,-2.6983590241326886e-5
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,3,platinum,-0.04663317617168005
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,3,silver,-2.266660310661583e-7
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,3,soybeans,-1.1180166925468258e-4
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,3,sugar_wld,-0.0022947191514515793
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,3,tin,-7.032587174252117e-4
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,3,wheat_us_hrw,-0.0017117941946412577
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,3,zinc,-0.0012271195711868895
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,4,aluminium,1.0000930113136252e-4
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,4,cocoa,1.0727719179044015e-4
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,4,coffee_arabic,8.467608210621026e-6
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,4,copper,0.004397332462105735
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,4,cotton_a_indx,4.057354830258248e-4
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,4,crude_wti,1.632893105483167e-4
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,4,gold,2.2955762872250654e-4
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,4,lead,0.0033585201275246617
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,4,maize,4.970804403343748e-4
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,4,ngas_us,4.809238378105237e-4
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,4,nickel,9.542592519185292e-4
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,4,platinum,0.013380009740112643
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,4,silver,5.355685354959998e-4
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,4,soybeans,0.0011858910922252395
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,4,sugar_wld,6.854795904975983e-4
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,4,tin,2.119924059023399e-4
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,4,wheat_us_hrw,6.014609125713591e-4
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,4,zinc,0.0012614611750899967
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,5,aluminium,-0.0029160233563898168
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,5,cocoa,-0.0010249785405165317
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,5,coffee_arabic,-0.004229395245815956
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,5,copper,-0.026068053053325723
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,5,cotton_a_indx,-0.0037907588595685153
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,5,crude_wti,-9.858800090604795e-4
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,5,gold,-0.0014520231835632735
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,5,lead,-0.018376315225915492
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,5,maize,-0.005859184662857696
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,5,ngas_us,-0.0038122326921832925
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,5,nickel,-0.005042556243038943
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,5,platinum,-0.07574736136283655
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,5,silver,-0.008213490535774618
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,5,soybeans,-0.006295505063063239
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,5,sugar_wld,-0.003876049102678414
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,5,tin,-0.00200593736517037
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,5,wheat_us_hrw,-0.008710835903506358
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,5,zinc,-0.007233539412658458
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,6,aluminium,0.02071406610836253
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,6,cocoa,0.003211601715441016
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,6,coffee_arabic,0.012907750848033913
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,6,copper,0.05718077052263526
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,6,cotton_a_indx,0.009949895516336522
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,6,crude_wti,0.002778995761707143
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,6,gold,0.0028000314378867743
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,6,lead,0.0314571135366677
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,6,maize,0.010882369480080114
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,6,ngas_us,0.010330107668708658
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,6,nickel,0.008571018305453875
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,6,platinum,0.12509019621043144
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,6,silver,0.02100193421152217
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,6,soybeans,0.013860008474900962
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,6,sugar_wld,0.010352146022166145
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,6,tin,0.0051366244877821075
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,6,wheat_us_hrw,0.015181554143272215
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,6,zinc,0.01263018144541218
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,7,aluminium,0.01224175528456567
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,7,cocoa,0.002335980486054251
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,7,coffee_arabic,0.007076328990001517
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,7,copper,0.027464117853168303
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,7,cotton_a_indx,0.005106852334505049
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,7,crude_wti,0.0013662921648370761
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,7,gold,0.0013493216377234384
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,7,lead,0.018842358285200103
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,7,maize,0.006589469173490204
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,7,ngas_us,0.004964541353520671
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,7,nickel,0.004496632168810689
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,7,platinum,0.06074145019960379
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,7,silver,0.010537795521285188
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,7,soybeans,0.007692285053235646
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,7,sugar_wld,0.005908940381164732
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,7,tin,0.007546018291534048
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,7,wheat_us_hrw,0.01091744263601161
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,7,zinc,0.01100706138472781
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,8,aluminium,-0.004224490949865784
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,8,cocoa,-7.924254703716e-4
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,8,coffee_arabic,-0.0024224494046288765
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,8,copper,-0.009508270440460546
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,8,cotton_a_indx,-0.0035597598036730374
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,8,crude_wti,-4.7293089724544687e-4
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,8,gold,-4.5423022715806e-4
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,8,lead,-0.007884785818581801
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,8,maize,-0.0026750521970247557
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,8,ngas_us,-0.0016778136541949905
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,8,nickel,-0.0015657315484170291
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,8,platinum,-0.020442587191171983
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,8,silver,-0.0037112302405902997
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,8,soybeans,-0.0033391770865226615
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,8,sugar_wld,-0.0022950334014398234
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,8,tin,-0.003234168833462623
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,8,wheat_us_hrw,-0.0037953132635804906
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,8,zinc,-0.004763613985045195
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,9,aluminium,-0.016432171737315305
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,9,cocoa,-0.0026084986825126513
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,9,coffee_arabic,-0.007559411452735147
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,9,copper,-0.029638268412325194
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,9,cotton_a_indx,-0.010992831085125287
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,9,crude_wti,-0.0016097635409596206
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,9,gold,-0.0018524585328520396
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,9,lead,-0.02438931041906759
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,9,maize,-0.009270184002482829
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,9,ngas_us,-0.005913480340007599
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,9,nickel,-0.005253320053482704
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,9,platinum,-0.06322540516230525
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,9,silver,-0.011761034494910092
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,9,soybeans,-0.010299602050614896
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,9,sugar_wld,-0.0070801250984617245
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,9,tin,-0.010279624625728082
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,9,wheat_us_hrw,-0.011766507839259343
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,9,zinc,-0.015326272446941168
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,10,aluminium,0.010941795080992456
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,10,cocoa,0.0016129065298612275
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,10,coffee_arabic,0.005322167439343687
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,10,copper,0.018408279211701628
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,10,cotton_a_indx,0.006747978740363056
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,10,crude_wti,0.0010026856742905831
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,10,gold,0.0011492399191038935
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,10,lead,0.01551311094542196
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,10,maize,0.006099059022017938
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,10,ngas_us,0.00488224105138602
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,10,nickel,0.003614386522638582
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,10,platinum,0.03908773464090918
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,10,silver,0.007362112430042724
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,10,soybeans,0.0072286883350076514
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,10,sugar_wld,0.004352433535210312
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,10,tin,0.006427754003840427
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,10,wheat_us_hrw,0.00752757076883007
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,10,zinc,0.009779491948938616
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,11,aluminium,0.007457596424617561
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,11,cocoa,0.0010760624198412
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,11,coffee_arabic,0.0035123270077021362
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,11,copper,0.012551394068070404
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,11,cotton_a_indx,0.004533435385297432
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,11,crude_wti,7.618804800853145e-4
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,11,gold,8.329231541292738e-4
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,11,lead,0.010331391037916237
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,11,maize,0.0042414372323777835
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,11,ngas_us,0.0033027123137727705
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,11,nickel,0.0023790511569664633
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,11,platinum,0.02597765476246347
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,11,silver,0.0049297320891187905
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,11,soybeans,0.005143615430626495
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,11,sugar_wld,0.002865273185797414
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,11,tin,0.004274793209637641
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,11,wheat_us_hrw,0.0050223829482912525
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,11,zinc,0.006563788464099054
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,12,aluminium,-0.01939330663041061
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,12,cocoa,-0.002393593312645079
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,12,coffee_arabic,-0.008583961756233155
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,12,copper,-0.0300215054084728
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,12,cotton_a_indx,-0.010638050613910382
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,12,crude_wti,-0.0016995634789002088
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,12,gold,-0.0027904505084853375
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,12,lead,-0.0229941679681957
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,12,maize,-0.009404873011517986
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,12,ngas_us,-0.00863763415238371
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,12,nickel,-0.005394137455622478
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,12,platinum,-0.05719357440146314
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,12,silver,-0.010857970329400763
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,12,soybeans,-0.011331011502121412
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,12,sugar_wld,-0.006497684509707397
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,12,tin,-0.009985992192465314
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,12,wheat_us_hrw,-0.011131644945615617
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,12,zinc,-0.01452652683306066
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,13,aluminium,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,13,cocoa,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,13,coffee_arabic,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,13,copper,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,13,cotton_a_indx,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,13,crude_wti,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,13,gold,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,13,lead,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,13,maize,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,13,ngas_us,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,13,nickel,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,13,platinum,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,13,silver,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,13,soybeans,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,13,sugar_wld,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,13,tin,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,13,wheat_us_hrw,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,13,zinc,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,14,aluminium,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,14,cocoa,0
vxo,GIRF — aluminium to uncertainty shock,combined,platinum,14,coffee_arabic,0
