uncertainty,scenario,regime,variable,t,value
vxo,GIRF — aluminium to uncertainty shock,combined,tin,18,0
vxo,GIRF — aluminium to uncertainty shock,combined,tin,19,0
vxo,GIRF — aluminium to uncertainty shock,combined,tin,20,0
vxo,GIRF — aluminium to uncertainty shock,combined,tin,21,0
vxo,GIRF — aluminium to uncertainty shock,combined,tin,22,0
vxo,GIRF — aluminium to uncertainty shock,combined,tin,23,0
vxo,GIRF — aluminium to uncertainty shock,combined,tin,24,0
vxo,GIRF — aluminium to uncertainty shock,combined,wheat_us_hrw,1,0
vxo,GIRF — aluminium to uncertainty shock,combined,wheat_us_hrw,2,0
vxo,GIRF — aluminium to uncertainty shock,combined,wheat_us_hrw,3,0.03494490153669614
vxo,GIRF — aluminium to uncertainty shock,combined,wheat_us_hrw,4,-0.1327446832531523
vxo,GIRF — aluminium to uncertainty shock,combined,wheat_us_hrw,5,0.03645865121155443
vxo,GIRF — aluminium to uncertainty shock,combined,wheat_us_hrw,6,0.2691395719452033
vxo,GIRF — aluminium to uncertainty shock,combined,wheat_us_hrw,7,0.0699369993682864
vxo,GIRF — aluminium to uncertainty shock,combined,wheat_us_hrw,8,-0.17650068061314125
vxo,GIRF — aluminium to uncertainty shock,combined,wheat_us_hrw,9,-0.111166257872484
vxo,GIRF — aluminium to uncertainty shock,combined,wheat_us_hrw,10,0.13062903193473
vxo,GIRF — aluminium to uncertainty shock,combined,wheat_us_hrw,11,-0.09835556442615637
vxo,GIRF — aluminium to uncertainty shock,combined,wheat_us_hrw,12,-0.02610786718628268
vxo,GIRF — aluminium to uncertainty shock,combined,wheat_us_hrw,13,0
vxo,GIRF — aluminium to uncertainty shock,combined,wheat_us_hrw,14,0
vxo,GIRF — aluminium to uncertainty shock,combined,wheat_us_hrw,15,0
vxo,GIRF — aluminium to uncertainty shock,combined,wheat_us_hrw,16,0
vxo,GIRF — aluminium to uncertainty shock,combined,wheat_us_hrw,17,0
vxo,GIRF — aluminium to uncertainty shock,combined,wheat_us_hrw,18,0
vxo,GIRF — aluminium to uncertainty shock,combined,wheat_us_hrw,19,0
vxo,GIRF — aluminium to uncertainty shock,combined,wheat_us_hrw,20,0
vxo,GIRF — aluminium to uncertainty shock,combined,wheat_us_hrw,21,0
vxo,GIRF — aluminium to uncertainty shock,combined,wheat_us_hrw,22,0
vxo,GIRF — aluminium to uncertainty shock,combined,wheat_us_hrw,23,0
vxo,GIRF — aluminium to uncertainty shock,combined,wheat_us_hrw,24,0
vxo,GIRF — aluminium to uncertainty shock,combined,zinc,1,0
vxo,GIRF — aluminium to uncertainty shock,combined,zinc,2,0
vxo,GIRF — aluminium to uncertainty shock,combined,zinc,3,0.06763766889024786
vxo,GIRF — aluminium to uncertainty shock,combined,zinc,4,0.07665822043988905
vxo,GIRF — aluminium to uncertainty shock,combined,zinc,5,-0.12978953744094157
vxo,GIRF — aluminium to uncertainty shock,combined,zinc,6,0.09085558056721953
vxo,GIRF — aluminium to uncertainty shock,combined,zinc,7,-0.02909447739835099
vxo,GIRF — aluminium to uncertainty shock,combined,zinc,8,0.06001142847539988
vxo,GIRF — aluminium to uncertainty shock,combined,zinc,9,-0.07499239175319751
vxo,GIRF — aluminium to uncertainty shock,combined,zinc,10,0.08309853138873485
vxo,GIRF — aluminium to uncertainty shock,combined,zinc,11,0.0966557870170174
vxo,GIRF — aluminium to uncertainty shock,combined,zinc,12,-0.03841453284461602
vxo,GIRF — aluminium to uncertainty shock,combined,zinc,13,0
vxo,GIRF — aluminium to uncertainty shock,combined,zinc,14,0
vxo,GIRF — aluminium to uncertainty shock,combined,zinc,15,0
vxo,GIRF — aluminium to uncertainty shock,combined,zinc,16,0
vxo,GIRF — aluminium to uncertainty shock,combined,zinc,17,0
vxo,GIRF — aluminium to uncertainty shock,combined,zinc,18,0
vxo,GIRF — aluminium to uncertainty shock,combined,zinc,19,0
vxo,GIRF — aluminium to uncertainty shock,combined,zinc,20,0
vxo,GIRF — aluminium to uncertainty shock,combined,zinc,21,0
vxo,GIRF — aluminium to uncertainty shock,combined,zinc,22,0
vxo,GIRF — aluminium to uncertainty shock,combined,zinc,23,0
vxo,GIRF — aluminium to uncertainty shock,combined,zinc,24,0
vxo,Oil supply spike,combined,aluminium,1,0
vxo,Oil supply spike,combined,aluminium,2,0
vxo,Oil supply spike,combined,aluminium,3,-0.12691097289387968
vxo,Oil supply spike,combined,aluminium,4,0.04289177914244194
vxo,Oil supply spike,combined,aluminium,5,0.05229319053137304
vxo,Oil supply spike,combined,aluminium,6,0.2980799213243439
vxo,Oil supply spike,combined,aluminium,7,0.22318951025058725
vxo,Oil supply spike,combined,aluminium,8,0.10718548685497252
vxo,Oil supply spike,combined,aluminium,9,-0.03532440245864624
vxo,Oil supply spike,combined,aluminium,10,0.03335259422616513
vxo,Oil supply spike,combined,aluminium,11,-0.0296265350428576
vxo,Oil supply spike,combined,aluminium,12,-0.09044032157342403
vxo,Oil supply spike,combined,aluminium,13,0
vxo,Oil supply spike,combined,aluminium,14,0
vxo,Oil supply spike,combined,aluminium,15,0
vxo,Oil supply spike,combined,aluminium,16,0
vxo,Oil supply spike,combined,aluminium,17,0
vxo,Oil supply spike,combined,aluminium,18,0
vxo,Oil supply spike,combined,aluminium,19,0
vxo,Oil supply spike,combined,aluminium,20,0
vxo,Oil supply spike,combined,aluminium,21,0
vxo,Oil supply spike,combined,aluminium,22,0
vxo,Oil supply spike,combined,aluminium,23,0
vxo,Oil supply spike,combined,aluminium,24,0
vxo,Oil supply spike,combined,cocoa,1,0
vxo,Oil supply spike,combined,cocoa,2,0
vxo,Oil supply spike,combined,cocoa,3,0.06951378193300778
vxo,Oil supply spike,combined,cocoa,4,0.03560187143967595
vxo,Oil supply spike,combined,cocoa,5,-0.03573759615104387
vxo,Oil supply spike,combined,cocoa,6,0.13927573847320973
vxo,Oil supply spike,combined,cocoa,7,-0.15925214090701856
vxo,Oil supply spike,combined,cocoa,8,-0.013763012909638
vxo,Oil supply spike,combined,cocoa,9,0.00996755125271727
vxo,Oil supply spike,combined,cocoa,10,0.09535751145700296
vxo,Oil supply spike,combined,cocoa,11,0.10864668788829658
vxo,Oil supply spike,combined,cocoa,12,0.0302411254445495
vxo,Oil supply spike,combined,cocoa,13,0
vxo,Oil supply spike,combined,cocoa,14,0
vxo,Oil supply spike,combined,cocoa,15,0
vxo,Oil supply spike,combined,cocoa,16,0
vxo,Oil supply spike,combined,cocoa,17,0
vxo,Oil supply spike,combined,cocoa,18,0
vxo,Oil supply spike,combined,cocoa,19,0
vxo,Oil supply spike,combined,cocoa,20,0
vxo,Oil supply spike,combined,cocoa,21,0
vxo,Oil supply spike,combined,cocoa,22,0
vxo,Oil supply spike,combined,cocoa,23,0
vxo,Oil supply spike,combined,cocoa,24,0
vxo,Oil supply spike,combined,coffee_arabic,1,0
vxo,Oil supply spike,combined,coffee_arabic,2,0
vxo,Oil supply spike,combined,coffee_arabic,3,-0.05288907505248632
vxo,Oil supply spike,combined,coffee_arabic,4,-0.0755890088898577
vxo,Oil supply spike,combined,coffee_arabic,5,-0.01587146693649221
vxo,Oil supply spike,combined,coffee_arabic,6,0.10147219131721189
vxo,Oil supply spike,combined,coffee_arabic,7,0.00406866137527591
vxo,Oil supply spike,combined,coffee_arabic,8,-0.06518519199646369
vxo,Oil supply spike,combined,coffee_arabic,9,-0.00328888415216693
vxo,Oil supply spike,combined,coffee_arabic,10,0.10944269389616552
vxo,Oil supply spike,combined,coffee_arabic,11,-0.0050388949456009104
vxo,Oil supply spike,combined,coffee_arabic,12,-0.02035807524227829
vxo,Oil supply spike,combined,coffee_arabic,13,0
vxo,Oil supply spike,combined,coffee_arabic,14,0
vxo,Oil supply spike,combined,coffee_arabic,15,0
vxo,Oil supply spike,combined,coffee_arabic,16,0
vxo,Oil supply spike,combined,coffee_arabic,17,0
vxo,Oil supply spike,combined,coffee_arabic,18,0
vxo,Oil supply spike,combined,coffee_arabic,19,0
vxo,Oil supply spike,combined,coffee_arabic,20,0
vxo,Oil supply spike,combined,coffee_arabic,21,0
vxo,Oil supply spike,combined,coffee_arabic,22,0
vxo,Oil supply spike,combined,coffee_arabic,23,0
vxo,Oil supply spike,combined,coffee_arabic,24,0
vxo,Oil supply spike,combined,copper,1,0
vxo,Oil supply spike,combined,copper,2,0
vxo,Oil supply spike,combined,copper,3,-0.0200139779194014
vxo,Oil supply spike,combined,copper,4,0.18317147459873143
vxo,Oil supply spike,combined,copper,5,0.12365089148338892
vxo,Oil supply spike,combined,copper,6,0.3046574049811767
vxo,Oil supply spike,combined,copper,7,0.17329210543865836
vxo,Oil supply spike,combined,copper,8,0.08825162438274081
vxo,Oil supply spike,combined,copper,9,-0.08608684968500241
vxo,Oil supply spike,combined,copper,10,-0.01324539800273252
vxo,Oil supply spike,combined,copper,11,-0.01769338142577332
vxo,Oil supply spike,combined,copper,12,-0.05722862800130222
vxo,Oil supply spike,combined,copper,13,0
vxo,Oil supply spike,combined,copper,14,0
vxo,Oil supply spike,combined,copper,15,0
vxo,Oil supply spike,combined,copper,16,0
vxo,Oil supply spike,combined,copper,17,0
vxo,Oil supply spike,combined,copper,18,0
vxo,Oil supply spike,combined,copper,19,0
vxo,Oil supply spike,combined,copper,20,0
vxo,Oil supply spike,combined,copper,21,0
vxo,Oil supply spike,combined,copper,22,0
vxo,Oil supply spike,combined,copper,23,0
vxo,Oil supply spike,combined,copper,24,0
vxo,Oil supply spike,combined,cotton_a_indx,1,0
vxo,Oil supply spike,combined,cotton_a_indx,2,0
vxo,Oil supply spike,combined,cotton_a_indx,3,-0.01936459374107313
vxo,Oil supply spike,combined,cotton_a_indx,4,0.07079391194440542
vxo,Oil supply spike,combined,cotton_a_indx,5,0.00640730902075236
vxo,Oil supply spike,combined,cotton_a_indx,6,0.12648505281369732
vxo,Oil supply spike,combined,cotton_a_indx,7,0.08397742468132978
vxo,Oil supply spike,combined,cotton_a_indx,8,-0.02005414974908392
vxo,Oil supply spike,combined,cotton_a_indx,9,0.0091455934588178
vxo,Oil supply spike,combined,cotton_a_indx,10,0.02775336025283731
vxo,Oil supply spike,combined,cotton_a_indx,11,0.08851821276389414
vxo,Oil supply spike,combined,cotton_a_indx,12,0.01104482523976922
vxo,Oil supply spike,combined,cotton_a_indx,13,0
vxo,Oil supply spike,combined,cotton_a_indx,14,0
vxo,Oil supply spike,combined,cotton_a_indx,15,0
vxo,Oil supply spike,combined,cotton_a_indx,16,0
vxo,Oil supply spike,combined,cotton_a_indx,17,0
vxo,Oil supply spike,combined,cotton_a_indx,18,0
vxo,Oil supply spike,combined,cotton_a_indx,19,0
vxo,Oil supply spike,combined,cotton_a_indx,20,0
vxo,Oil supply spike,combined,cotton_a_indx,21,0
vxo,Oil supply spike,combined,cotton_a_indx,22,0
vxo,Oil supply spike,combined,cotton_a_indx,23,0
vxo,Oil supply spike,combined,cotton_a_indx,24,0
vxo,Oil supply spike,combined,crude_wti,1,0
vxo,Oil supply spike,combined,crude_wti,2,-2
vxo,Oil supply spike,combined,crude_wti,3,-0.3079404218853978
vxo,Oil supply spike,combined,crude_wti,4,0.23248198954266555
vxo,Oil supply spike,combined,crude_wti,5,-0.05527848184285497
vxo,Oil supply spike,combined,crude_wti,6,0.14670174388707083
vxo,Oil supply spike,combined,crude_wti,7,0.2256729035437928
vxo,Oil supply spike,combined,crude_wti,8,0.2131762681059443
vxo,Oil supply spike,combined,crude_wti,9,-0.09980268072172822
vxo,Oil supply spike,combined,crude_wti,10,-0.08285632746148815
vxo,Oil supply spike,combined,crude_wti,11,-0.01210219832569914
vxo,Oil supply spike,combined,crude_wti,12,-0.07017825719250584
vxo,Oil supply spike,combined,crude_wti,13,0
vxo,Oil supply spike,combined,crude_wti,14,0
vxo,Oil supply spike,combined,crude_wti,15,0
vxo,Oil supply spike,combined,crude_wti,16,0
vxo,Oil supply spike,combined,crude_wti,17,0
vxo,Oil supply spike,combined,crude_wti,18,0
vxo,Oil supply spike,combined,crude_wti,19,0
vxo,Oil supply spike,combined,crude_wti,20,0
vxo,Oil supply spike,combined,crude_wti,21,0
vxo,Oil supply spike,combined,crude_wti,22,0
vxo,Oil supply spike,combined,crude_wti,23,0
vxo,Oil supply spike,combined,crude_wti,24,0
vxo,Oil supply spike,combined,gold,1,0
vxo,Oil supply spike,combined,gold,2,0
vxo,Oil supply spike,combined,gold,3,0.18712258334023735
vxo,Oil supply spike,combined,gold,4,-0.11436975615356525
vxo,Oil supply spike,combined,gold,5,-0.10731564754650372
vxo,Oil supply spike,combined,gold,6,0.117980050206918
vxo,Oil supply spike,combined,gold,7,0.1774107959044808
vxo,Oil supply spike,combined,gold,8,-0.0318514028633789
vxo,Oil supply spike,combined,gold,9,-0.11153809370310463
vxo,Oil supply spike,combined,gold,10,-0.03881599247718822
vxo,Oil supply spike,combined,gold,11,0.11011181662499664
vxo,Oil supply spike,combined,gold,12,-0.05372239782935634
vxo,Oil supply spike,combined,gold,13,0
vxo,Oil supply spike,combined,gold,14,0
vxo,Oil supply spike,combined,gold,15,0
vxo,Oil supply spike,combined,gold,16,0
vxo,Oil supply spike,combined,gold,17,0
vxo,Oil supply spike,combined,gold,18,0
vxo,Oil supply spike,combined,gold,19,0
vxo,Oil supply spike,combined,gold,20,0
vxo,Oil supply spike,combined,gold,21,0
vxo,Oil supply spike,combined,gold,22,0
vxo,Oil supply spike,combined,gold,23,0
vxo,Oil supply spike,combined,gold,24,0
vxo,Oil supply spike,combined,lead,1,0
vxo,Oil supply spike,combined,lead,2,0
vxo,Oil supply spike,combined,lead,3,0.02680305584403066
vxo,Oil supply spike,combined,lead,4,0.2463339845038953
vxo,Oil supply spike,combined,lead,5,-0.1783256997120858
vxo,Oil supply spike,combined,lead,6,0.13266037134499298
vxo,Oil supply spike,combined,lead,7,0.03874316188682279
vxo,Oil supply spike,combined,lead,8,0.15593589767705207
vxo,Oil supply spike,combined,lead,9,-0.0400657882753951
vxo,Oil supply spike,combined,lead,10,0.04215209921998997
vxo,Oil supply spike,combined,lead,11,0.04016814700925203
vxo,Oil supply spike,combined,lead,12,-0.0741172170029357
vxo,Oil supply spike,combined,lead,13,0
vxo,Oil supply spike,combined,lead,14,0
vxo,Oil supply spike,combined,lead,15,0
vxo,Oil supply spike,combined,lead,16,0
vxo,Oil supply spike,combined,lead,17,0
vxo,Oil supply spike,combined,lead,18,0
vxo,Oil supply spike,combined,lead,19,0
vxo,Oil supply spike,combined,lead,20,0
vxo,Oil supply spike,combined,lead,21,0
vxo,Oil supply spike,combined,lead,22,0
vxo,Oil supply spike,combined,lead,23,0
vxo,Oil supply spike,combined,lead,24,0
vxo,Oil supply spike,combined,maize,1,0
vxo,Oil supply spike,combined,maize,2,0
vxo,Oil supply spike,combined,maize,3,-0.0113070122254417
vxo,Oil supply spike,combined,maize,4,0.01578536011004411
vxo,Oil supply spike,combined,maize,5,-0.08774227429407769
vxo,Oil supply spike,combined,maize,6,0.05107188626194407
vxo,Oil supply spike,combined,maize,7,0.0648849530256842
vxo,Oil supply spike,combined,maize,8,0.01187467209320656
vxo,Oil supply spike,combined,maize,9,-0.09549673611633562
vxo,Oil supply spike,combined,maize,10,0.09081891511951153
vxo,Oil supply spike,combined,maize,11,0.08232389431734878
vxo,Oil supply spike,combined,maize,12,0.00484061234053561
vxo,Oil supply spike,combined,maize,13,0
vxo,Oil supply spike,combined,maize,14,0
vxo,Oil supply spike,combined,maize,15,0
vxo,Oil supply spike,combined,maize,16,0
vxo,Oil supply spike,combined,maize,17,0
vxo,Oil supply spike,combined,maize,18,0
vxo,Oil supply spike,combined,maize,19,0
vxo,Oil supply spike,combined,maize,20,0
vxo,Oil supply spike,combined,maize,21,0
vxo,Oil supply spike,combined,maize,22,0
vxo,Oil supply spike,combined,maize,23,0
vxo,Oil supply spike,combined,maize,24,0
vxo,Oil supply spike,combined,ngas_us,1,0
vxo,Oil supply spike,combined,ngas_us,2,0
vxo,Oil supply spike,combined,ngas_us,3,-0.12634579893834022
vxo,Oil supply spike,combined,ngas_us,4,-0.32541732927528727
vxo,Oil supply spike,combined,ngas_us,5,-0.12585155962639571
vxo,Oil supply spike,combined,ngas_us,6,0.1540050624915359
vxo,Oil supply spike,combined,ngas_us,7,0.02115638533516605
vxo,Oil supply spike,combined,ngas_us,8,0.0969872263255816
vxo,Oil supply spike,combined,ngas_us,9,-0.06305389101735001
vxo,Oil supply spike,combined,ngas_us,10,-0.01095511754364584
vxo,Oil supply spike,combined,ngas_us,11,0.1179851372564522
vxo,Oil supply spike,combined,ngas_us,12,-0.00362702521160995
vxo,Oil supply spike,combined,ngas_us,13,0
vxo,Oil supply spike,combined,ngas_us,14,0
vxo,Oil supply spike,combined,ngas_us,15,0
vxo,Oil supply spike,combined,ngas_us,16,0
vxo,Oil supply spike,combined,ngas_us,17,0
vxo,Oil supply spike,combined,ngas_us,18,0
vxo,Oil supply spike,combined,ngas_us,19,0
vxo,Oil supply spike,combined,ngas_us,20,0
vxo,Oil supply spike,combined,ngas_us,21,0
vxo,Oil supply spike,combined,ngas_us,22,0
vxo,Oil supply spike,combined,ngas_us,23,0
vxo,Oil supply spike,combined,ngas_us,24,0
vxo,Oil supply spike,combined,nickel,1,0
vxo,Oil supply spike,combined,nickel,2,0
vxo,Oil supply spike,combined,nickel,3,-0.0097092576433163
vxo,Oil supply spike,combined,nickel,4,0.07124244998616108
vxo,Oil supply spike,combined,nickel,5,0.00329349581252932
vxo,Oil supply spike,combined,nickel,6,0.2516737723359531
vxo,Oil supply spike,combined,nickel,7,0.11687428911454328
vxo,Oil supply spike,combined,nickel,8,0.00659460849382417
vxo,Oil supply spike,combined,nickel,9,-0.07823821782937915
vxo,Oil supply spike,combined,nickel,10,0.07255391560995016
vxo,Oil supply spike,combined,nickel,11,0.02626346806716832
vxo,Oil supply spike,combined,nickel,12,-0.05331245390709354
vxo,Oil supply spike,combined,nickel,13,0
vxo,Oil supply spike,combined,nickel,14,0
vxo,Oil supply spike,combined,nickel,15,0
vxo,Oil supply spike,combined,nickel,16,0
vxo,Oil supply spike,combined,nickel,17,0
vxo,Oil supply spike,combined,nickel,18,0
vxo,Oil supply spike,combined,nickel,19,0
vxo,Oil supply spike,combined,nickel,20,0
vxo,Oil supply spike,combined,nickel,21,0
vxo,Oil supply spike,combined,nickel,22,0
vxo,Oil supply spike,combined,nickel,23,0
vxo,Oil supply spike,combined,nickel,24,0
vxo,Oil supply spike,combined,platinum,1,0
vxo,Oil supply spike,combined,platinum,2,0
vxo,Oil supply spike,combined,platinum,3,0.10443928434772004
vxo,Oil supply spike,combined,platinum,4,0.19719611187048136
vxo,Oil supply spike,combined,platinum,5,-0.08439409876325646
vxo,Oil supply spike,combined,platinum,6,0.20185791401436887
vxo,Oil supply spike,combined,platinum,7,0.05062612874635157
vxo,Oil supply spike,combined,platinum,8,0.05429936665390976
vxo,Oil supply spike,combined,platinum,9,-0.10335112990838898
vxo,Oil supply spike,combined,platinum,10,-0.04110740309813947
vxo,Oil supply spike,combined,platinum,11,0.1335648806000087
vxo,Oil supply spike,combined,platinum,12,0.0426168548813644
vxo,Oil supply spike,combined,platinum,13,0
vxo,Oil supply spike,combined,platinum,14,0
vxo,Oil supply spike,combined,platinum,15,0
vxo,Oil supply spike,combined,platinum,16,0
vxo,Oil supply spike,combined,platinum,17,0
vxo,Oil supply spike,combined,platinum,18,0
vxo,Oil supply spike,combined,platinum,19,0
vxo,Oil supply spike,combined,platinum,20,0
vxo,Oil supply spike,combined,platinum,21,0
vxo,Oil supply spike,combined,platinum,22,0
vxo,Oil supply spike,combined,platinum,23,0
vxo,Oil supply spike,combined,platinum,24,0
vxo,Oil supply spike,combined,silver,1,0
vxo,Oil supply spike,combined,silver,2,0
vxo,Oil supply spike,combined,silver,3,0.3395610008467846
vxo,Oil supply spike,combined,silver,4,0.07710082005879848
vxo,Oil supply spike,combined,silver,5,-0.04785029237928054
vxo,Oil supply spike,combined,silver,6,0.10983386022392325
vxo,Oil supply spike,combined,silver,7,0.0914630568400248
vxo,Oil supply spike,combined,silver,8,0.04826272532788667
vxo,Oil supply spike,combined,silver,9,-0.03484006038391468
vxo,Oil supply spike,combined,silver,10,2.464747197651408e-4
vxo,Oil supply spike,combined,silver,11,0.12296787702477194
vxo,Oil supply spike,combined,silver,12,-0.00372086031300749
vxo,Oil supply spike,combined,silver,13,0
vxo,Oil supply spike,combined,silver,14,0
vxo,Oil supply spike,combined,silver,15,0
vxo,Oil supply spike,combined,silver,16,0
vxo,Oil supply spike,combined,silver,17,0
vxo,Oil supply spike,combined,silver,18,0
vxo,Oil supply spike,combined,silver,19,0
vxo,Oil supply spike,combined,silver,20,0
vxo,Oil supply spike,combined,silver,21,0
vxo,Oil supply spike,combined,silver,22,0
vxo,Oil supply spike,combined,silver,23,0
vxo,Oil supply spike,combined,silver,24,0
vxo,Oil supply spike,combined,soybeans,1,0
vxo,Oil supply spike,combined,soybeans,2,0
vxo,Oil supply spike,combined,soybeans,3,-0.15813166305557255
vxo,Oil supply spike,combined,soybeans,4,-0.3090700347618355
vxo,Oil supply spike,combined,soybeans,5,0.0014176269648689
vxo,Oil supply spike,combined,soybeans,6,0.1444720557600676
vxo,Oil supply spike,combined,soybeans,7,0.05441645563472652
vxo,Oil supply spike,combined,soybeans,8,0.03134863352202532
vxo,Oil supply spike,combined,soybeans,9,-0.03911325379043857
vxo,Oil supply spike,combined,soybeans,10,0.1378104835549901
vxo,Oil supply spike,combined,soybeans,11,-0.0647000372469272
vxo,Oil supply spike,combined,soybeans,12,-0.05047406607264997
vxo,Oil supply spike,combined,soybeans,13,0
vxo,Oil supply spike,combined,soybeans,14,0
vxo,Oil supply spike,combined,soybeans,15,0
vxo,Oil supply spike,combined,soybeans,16,0
vxo,Oil supply spike,combined,soybeans,17,0
vxo,Oil supply spike,combined,soybeans,18,0
vxo,Oil supply spike,combined,soybeans,19,0
vxo,Oil supply spike,combined,soybeans,20,0
vxo,Oil supply spike,combined,soybeans,21,0
vxo,Oil supply spike,combined,soybeans,22,0
vxo,Oil supply spike,combined,soybeans,23,0
vxo,Oil supply spike,combined,soybeans,24,0
vxo,Oil supply spike,combined,sugar_wld,1,0
vxo,Oil supply spike,combined,sugar_wld,2,0
vxo,Oil supply spike,combined,sugar_wld,3,-0.1104870654056666
vxo,Oil supply spike,combined,sugar_wld,4,-0.1228731700961522
vxo,Oil supply spike,combined,sugar_wld,5,-0.08936980842429615
vxo,Oil supply spike,combined,sugar_wld,6,0.00408739043319022
vxo,Oil supply spike,combined,sugar_wld,7,0.1608649675068989
vxo,Oil supply spike,combined,sugar_wld,8,0.10425317975471374
vxo,Oil supply spike,combined,sugar_wld,9,-0.00575167253151726
vxo,Oil supply spike,combined,sugar_wld,10,0.04475484142115223
vxo,Oil supply spike,combined,sugar_wld,11,0.03188166093862144
vxo,Oil supply spike,combined,sugar_wld,12,-0.01024411433911468
vxo,Oil supply spike,combined,sugar_wld,13,0
vxo,Oil supply spike,combined,sugar_wld,14,0
vxo,Oil supply spike,combined,sugar_wld,15,0
vxo,Oil supply spike,combined,sugar_wld,16,0
vxo,Oil supply spike,combined,sugar_wld,17,0
vxo,Oil supply spike,combined,sugar_wld,18,0
vxo,Oil supply spike,combined,sugar_wld,19,0
vxo,Oil supply spike,combined,sugar_wld,20,0
vxo,Oil supply spike,combined,sugar_wld,21,0
vxo,Oil supply spike,combined,sugar_wld,22,0
vxo,Oil supply spike,combined,sugar_wld,23,0
vxo,Oil supply spike,combined,sugar_wld,24,0
vxo,Oil supply spike,combined,tin,1,0
vxo,Oil supply spike,combined,tin,2,0
vxo,Oil supply spike,combined,tin,3,-0.03586546020250825
vxo,Oil supply spike,combined,tin,4,0.1456126390881475
vxo,Oil supply spike,combined,tin,5,0.01742895383056308
vxo,Oil supply spike,combined,tin,6,0.2093911813494694
vxo,Oil supply spike,combined,tin,7,0.0970577412056575
vxo,Oil supply spike,combined,tin,8,0.08350088040626939
vxo,Oil supply spike,combined,tin,9,-0.11606757505269812
vxo,Oil supply spike,combined,tin,10,7.176345698253097e-4
vxo,Oil supply spike,combined,tin,11,0.11193936863729172
vxo,Oil supply spike,combined,tin,12,-0.02653651025621671
vxo,Oil supply spike,combined,tin,13,0
vxo,Oil supply spike,combined,tin,14,0
vxo,Oil supply spike,combined,tin,15,0
vxo,Oil supply spike,combined,tin,16,0
vxo,Oil supply spike,combined,tin,17,0
vxo,Oil supply spike,combined,tin,18,0
vxo,Oil supply spike,combined,tin,19,0
vxo,Oil supply spike,combined,tin,20,0
vxo,Oil supply spike,combined,tin,21,0
vxo,Oil supply spike,combined,tin,22,0
vxo,Oil supply spike,combined,tin,23,0
vxo,Oil supply spike,combined,tin,24,0
vxo,Oil supply spike,combined,wheat_us_hrw,1,0
vxo,Oil supply spike,combined,wheat_us_hrw,2,0
vxo,Oil supply spike,combined,wheat_us_hrw,3,-0.0783228405915974
vxo,Oil supply spike,combined,wheat_us_hrw,4,-0.1965944080476049
vxo,Oil supply spike,combined,wheat_us_hrw,5,0.06789824206348588
vxo,Oil supply spike,combined,wheat_us_hrw,6,0.09948163974983372
vxo,Oil supply spike,combined,wheat_us_hrw,7,-0.02268642097697422
vxo,Oil supply spike,combined,wheat_us_hrw,8,-0.03152446312691514
vxo,Oil supply spike,combined,wheat_us_hrw,9,-0.090266436440855
vxo,Oil supply spike,combined,wheat_us_hrw,10,0.12194807932385283
vxo,Oil supply spike,combined,wheat_us_hrw,11,0.02682219976083266
vxo,Oil supply spike,combined,wheat_us_hrw,12,-8.564609580822073e-4
vxo,Oil supply spike,combined,wheat_us_hrw,13,0
vxo,Oil supply spike,combined,wheat_us_hrw,14,0
vxo,Oil supply spike,combined,wheat_us_hrw,15,0
vxo,Oil supply spike,combined,wheat_us_hrw,16,0
vxo,Oil supply spike,combined,wheat_us_hrw,17,0
vxo,Oil supply spike,combined,wheat_us_hrw,18,0
vxo,Oil supply spike,combined,wheat_us_hrw,19,0
vxo,Oil supply spike,combined,wheat_us_hrw,20,0
vxo,Oil supply spike,combined,wheat_us_hrw,21,0
vxo,Oil supply spike,combined,wheat_us_hrw,22,0
vxo,Oil supply spike,combined,wheat_us_hrw,23,0
vxo,Oil supply spike,combined,wheat_us_hrw,24,0
vxo,Oil supply spike,combined,zinc,1,0
vxo,Oil supply spike,combined,zinc,2,0
vxo,Oil supply spike,combined,zinc,3,0.20480628779063875
vxo,Oil supply spike,combined,zinc,4,0.2440669258975624
vxo,Oil supply spike,combined,zinc,5,0.00436231276923852
vxo,Oil supply spike,combined,zinc,6,0.262832056560683
vxo,Oil supply spike,combined,zinc,7,0.03247605340971542
vxo,Oil supply spike,combined,zinc,8,0.0582777577301259
vxo,Oil supply spike,combined,zinc,9,0.02069208620361549
vxo,Oil supply spike,combined,zinc,10,0.01716160304688794
vxo,Oil supply spike,combined,zinc,11,-0.01245435372371623
vxo,Oil supply spike,combined,zinc,12,-0.04671336690691621
vxo,Oil supply spike,combined,zinc,13,0
vxo,Oil supply spike,combined,zinc,14,0
vxo,Oil supply spike,combined,zinc,15,0
vxo,Oil supply spike,combined,zinc,16,0
vxo,Oil supply spike,combined,zinc,17,0
vxo,Oil supply spike,combined,zinc,18,0
vxo,Oil supply spike,combined,zinc,19,0
vxo,Oil supply spike,combined,zinc,20,0
vxo,Oil supply spike,combined,zinc,21,0
vxo,Oil supply spike,combined,zinc,22,0
vxo,Oil supply spike,combined,zinc,23,0
vxo,Oil supply spike,combined,zinc,24,0
vxo,girf-ngas-1sigma,combined,aluminium,1,0
vxo,girf-ngas-1sigma,combined,aluminium,2,0
vxo,girf-ngas-1sigma,combined,aluminium,3,0.05319286614013268
vxo,girf-ngas-1sigma,combined,aluminium,4,-0.14454772507175886
